Date,Sales,Quantity_Sold,Cost_of_Sales,Price_Per_Unit,Gross_Profit,Gross_Profit_Percent,GP_Per_Unit,Day_Of_Week,Month,Year,Promo_Flag,Seasonality_Group
2014-09-24,209908,6457,223554,32.51,-13645.70,-6.50,-2.11,4,9,2014,Normal,Mid Season
2014-09-25,358366,11039,382968,32.46,-24602.30,-6.87,-2.23,5,9,2014,Normal,Mid Season
2014-09-26,585464,18036,625981,32.46,-40516.93,-6.92,-2.25,6,9,2014,Normal,Mid Season
2014-09-27,617019,19017,661011,32.45,-43991.50,-7.13,-2.31,7,9,2014,Normal,Mid Season
2014-09-28,283851,8747,304441,32.45,-20590.05,-7.25,-2.35,1,9,2014,Normal,Mid Season
2014-09-29,264317,8147,283913,32.44,-19595.86,-7.41,-2.41,2,9,2014,Normal,Mid Season
2014-09-30,358025,11036,384823,32.44,-26798.46,-7.49,-2.43,3,9,2014,Normal,Mid Season
2014-10-01,594438,18330,639307,32.43,-44868.29,-7.55,-2.45,4,10,2014,Normal,Mid Season
2014-10-02,470508,14503,506072,32.44,-35564.37,-7.56,-2.45,5,10,2014,Normal,Mid Season
2014-10-03,518694,15986,557939,32.45,-39245.84,-7.57,-2.46,6,10,2014,Normal,Mid Season
2014-10-04,656246,20223,705891,32.45,-49645.47,-7.57,-2.45,7,10,2014,Normal,Mid Season
2014-10-05,280055,8631,301280,32.45,-21224.54,-7.58,-2.46,1,10,2014,Normal,Mid Season
2014-10-06,375648,11579,404179,32.44,-28530.90,-7.60,-2.46,2,10,2014,Normal,Mid Season
2014-10-07,78112,2127,74252,36.72,3859.84,4.94,1.81,3,10,2014,Normal,Mid Season
2014-10-08,70509,1923,67142,36.67,3367.15,4.78,1.75,4,10,2014,Normal,Mid Season
2014-10-09,103281,2809,98066,36.77,5215.37,5.05,1.86,5,10,2014,Normal,Mid Season
2014-10-10,179841,4891,170758,36.77,9083.85,5.05,1.86,6,10,2014,Normal,Mid Season
2014-10-11,138038,3758,131192,36.73,6845.92,4.96,1.82,7,10,2014,Normal,Mid Season
2014-10-12,61038,1661,57992,36.75,3045.22,4.99,1.83,1,10,2014,Normal,Mid Season
2014-10-13,86800,2360,82392,36.78,4407.43,5.08,1.87,2,10,2014,Normal,Mid Season
2014-10-14,69571,1894,66314,36.73,3256.56,4.68,1.72,3,10,2014,Normal,Mid Season
2014-10-15,130476,3548,124398,36.77,6077.92,4.66,1.71,4,10,2014,Normal,Mid Season
2014-10-16,95230,2591,91088,36.75,4141.92,4.35,1.60,5,10,2014,Normal,Mid Season
2014-10-17,121058,3293,116950,36.76,4108.07,3.39,1.25,6,10,2014,Normal,Mid Season
2014-10-18,169499,4611,164493,36.76,5005.97,2.95,1.09,7,10,2014,Normal,Mid Season
2014-10-19,90692,2468,87911,36.75,2781.16,3.07,1.13,1,10,2014,Normal,Mid Season
2014-10-20,101724,2773,98871,36.68,2853.10,2.80,1.03,2,10,2014,Normal,Mid Season
2014-10-21,103396,2815,100424,36.73,2971.54,2.87,1.06,3,10,2014,Normal,Mid Season
2014-10-22,99076,2701,96512,36.68,2563.88,2.59,0.95,4,10,2014,Normal,Mid Season
2014-10-23,97476,2651,94764,36.77,2712.30,2.78,1.02,5,10,2014,Normal,Mid Season
2014-10-24,248975,6781,241961,36.72,7013.51,2.82,1.03,6,10,2014,Normal,Mid Season
2014-10-25,302722,8249,294130,36.70,8592.01,2.84,1.04,7,10,2014,Normal,Mid Season
2014-10-26,128521,3502,124739,36.70,3781.49,2.94,1.08,1,10,2014,Normal,Mid Season
2014-10-27,145185,3949,140652,36.77,4533.33,3.12,1.15,2,10,2014,Normal,Mid Season
2014-10-28,89528,2435,87067,36.77,2460.51,2.75,1.01,3,10,2014,Normal,Mid Season
2014-10-29,81992,2232,80113,36.73,1879.33,2.29,0.84,4,10,2014,Normal,Mid Season
2014-10-30,69704,1898,68293,36.73,1411.39,2.02,0.74,5,10,2014,Normal,Mid Season
2014-10-31,166652,4537,163320,36.73,3332.68,2.00,0.73,6,10,2014,Normal,Mid Season
2014-11-01,247453,6730,242639,36.77,4814.30,1.95,0.72,7,11,2014,Normal,Peak Season
2014-11-02,148476,4038,145646,36.77,2829.84,1.91,0.70,1,11,2014,Normal,Peak Season
2014-11-03,205369,5581,201281,36.80,4087.68,1.99,0.73,2,11,2014,Normal,Peak Season
2014-11-04,99245,2519,90949,39.40,8295.24,8.36,3.29,3,11,2014,Normal,Peak Season
2014-11-05,72757,1847,67873,39.39,4884.09,6.71,2.64,4,11,2014,Normal,Peak Season
2014-11-06,86867,2309,84486,37.62,2381.37,2.74,1.03,5,11,2014,Normal,Peak Season
2014-11-07,140168,3722,136539,37.66,3628.60,2.59,0.97,6,11,2014,Normal,Peak Season
2014-11-08,160727,4268,156701,37.66,4026.48,2.51,0.94,7,11,2014,Normal,Peak Season
2014-11-09,74116,1968,71994,37.66,2121.28,2.86,1.08,1,11,2014,Normal,Peak Season
2014-11-10,76103,2016,73968,37.75,2135.69,2.81,1.06,2,11,2014,Normal,Peak Season
2014-11-11,56303,1497,54997,37.61,1306.50,2.32,0.87,3,11,2014,Normal,Peak Season
2014-11-12,49437,1314,48290,37.62,1146.92,2.32,0.87,4,11,2014,Normal,Peak Season
2014-11-13,55033,1466,53997,37.54,1035.90,1.88,0.71,5,11,2014,Normal,Peak Season
2014-11-14,149808,3984,146995,37.60,2813.27,1.88,0.71,6,11,2014,Normal,Peak Season
2014-11-15,180686,4802,176898,37.63,3787.23,2.10,0.79,7,11,2014,Normal,Peak Season
2014-11-16,75871,2017,73906,37.62,1965.63,2.59,0.97,1,11,2014,Normal,Peak Season
2014-11-17,86313,2297,84419,37.58,1894.54,2.19,0.82,2,11,2014,Normal,Peak Season
2014-11-18,62632,1665,61158,37.62,1473.44,2.35,0.88,3,11,2014,Normal,Peak Season
2014-11-19,48529,1291,47410,37.59,1119.55,2.31,0.87,4,11,2014,Normal,Peak Season
2014-11-20,51041,1361,50038,37.50,1002.74,1.96,0.74,5,11,2014,Normal,Peak Season
2014-11-21,53974,1281,47192,42.13,6781.42,12.56,5.29,6,11,2014,Normal,Peak Season
2014-11-22,47498,1122,41179,42.33,6318.89,13.30,5.63,7,11,2014,Normal,Peak Season
2014-11-23,31220,737,26893,42.36,4326.65,13.86,5.87,1,11,2014,Normal,Peak Season
2014-11-24,26870,641,23516,41.92,3354.28,12.48,5.23,2,11,2014,Normal,Peak Season
2014-11-25,40531,968,35674,41.87,4856.45,11.98,5.02,3,11,2014,Normal,Peak Season
2014-11-26,30371,709,26055,42.84,4316.58,14.21,6.09,4,11,2014,Normal,Peak Season
2014-11-27,37777,880,32720,42.93,5056.97,13.39,5.75,5,11,2014,Normal,Peak Season
2014-11-28,46818,1096,40653,42.72,6165.63,13.17,5.63,6,11,2014,Normal,Peak Season
2014-11-29,88322,2068,79880,42.71,8441.38,9.56,4.08,7,11,2014,Normal,Peak Season
2014-11-30,101038,2375,93178,42.54,7859.94,7.78,3.31,1,11,2014,Normal,Peak Season
2014-12-01,105101,2492,97257,42.18,7843.27,7.46,3.15,2,12,2014,Normal,Peak Season
2014-12-02,88220,2170,85533,40.65,2686.10,3.04,1.24,3,12,2014,Normal,Peak Season
2014-12-03,71590,1784,69655,40.13,1935.44,2.70,1.08,4,12,2014,Normal,Peak Season
2014-12-04,54997,1368,54503,40.20,493.59,0.90,0.36,5,12,2014,Normal,Peak Season
2014-12-05,77884,1914,77619,40.69,264.89,0.34,0.14,6,12,2014,Normal,Peak Season
2014-12-06,150370,3765,154999,39.94,-4628.72,-3.08,-1.23,7,12,2014,Normal,Peak Season
2014-12-07,104675,2712,111904,38.60,-7228.36,-6.91,-2.67,1,12,2014,Normal,Peak Season
2014-12-08,90122,2222,91082,40.56,-960.14,-1.07,-0.43,2,12,2014,Normal,Peak Season
2014-12-09,75425,1861,77014,40.53,-1588.81,-2.11,-0.85,3,12,2014,Normal,Peak Season
2014-12-10,161845,4095,169349,39.52,-7503.71,-4.64,-1.83,4,12,2014,Normal,Peak Season
2014-12-11,158603,4157,171693,38.15,-13089.64,-8.25,-3.15,5,12,2014,Normal,Peak Season
2014-12-12,279092,7259,301236,38.45,-22144.01,-7.93,-3.05,6,12,2014,Normal,Peak Season
2014-12-13,369351,9654,402565,38.26,-33213.69,-8.99,-3.44,7,12,2014,Normal,Peak Season
2014-12-14,177500,4632,192327,38.32,-14827.21,-8.35,-3.20,1,12,2014,Normal,Peak Season
2014-12-15,282247,7341,304490,38.45,-22243.01,-7.88,-3.03,2,12,2014,Normal,Peak Season
2014-12-16,166038,4308,179571,38.54,-13533.20,-8.15,-3.14,3,12,2014,Normal,Peak Season
2014-12-17,148911,3865,161138,38.53,-12226.52,-8.21,-3.16,4,12,2014,Normal,Peak Season
2014-12-18,202359,5288,221436,38.27,-19076.63,-9.43,-3.61,5,12,2014,Normal,Peak Season
2014-12-19,274344,7141,299517,38.42,-25173.18,-9.18,-3.53,6,12,2014,Normal,Peak Season
2014-12-20,316167,8268,346378,38.24,-30211.23,-9.56,-3.65,7,12,2014,Normal,Peak Season
2014-12-21,173833,4541,190645,38.28,-16811.10,-9.67,-3.70,1,12,2014,Normal,Peak Season
2014-12-22,204565,5014,210189,40.80,-5623.83,-2.75,-1.12,2,12,2014,Normal,Peak Season
2014-12-23,316395,7778,326627,40.68,-10232.41,-3.23,-1.32,3,12,2014,Normal,Peak Season
2014-12-24,486230,11809,495909,41.17,-9678.77,-1.99,-0.82,4,12,2014,Normal,Peak Season
2014-12-25,137687,3344,140526,41.17,-2839.25,-2.06,-0.85,5,12,2014,Normal,Peak Season
2014-12-26,48103,1169,49028,41.15,-925.40,-1.92,-0.79,6,12,2014,Normal,Peak Season
2014-12-27,110162,2676,112384,41.17,-2221.43,-2.02,-0.83,7,12,2014,Normal,Peak Season
2014-12-28,69051,1677,70483,41.18,-1431.38,-2.07,-0.85,1,12,2014,Normal,Peak Season
2014-12-29,133307,3237,136003,41.18,-2696.11,-2.02,-0.83,2,12,2014,Normal,Peak Season
2014-12-30,216390,5607,235724,38.59,-19334.26,-8.93,-3.45,3,12,2014,Normal,Peak Season
2014-12-31,365055,9464,398013,38.57,-32958.04,-9.03,-3.48,4,12,2014,Normal,Peak Season
2015-01-01,112161,2905,122170,38.61,-10009.01,-8.92,-3.45,5,1,2015,Normal,Peak Season
2015-01-02,271101,7023,295019,38.60,-23918.01,-8.82,-3.41,6,1,2015,Normal,Peak Season
2015-01-03,245813,6371,267735,38.58,-21921.44,-8.92,-3.44,7,1,2015,Normal,Peak Season
2015-01-04,178395,4624,194427,38.58,-16032.64,-8.99,-3.47,1,1,2015,Normal,Peak Season
2015-01-05,220444,5717,239988,38.56,-19544.40,-8.87,-3.42,2,1,2015,Normal,Peak Season
2015-01-06,181534,4705,197329,38.58,-15794.76,-8.70,-3.36,3,1,2015,Normal,Peak Season
2015-01-07,83176,2020,84729,41.18,-1552.35,-1.87,-0.77,4,1,2015,Normal,Peak Season
2015-01-08,76895,1868,78468,41.16,-1573.32,-2.05,-0.84,5,1,2015,Normal,Peak Season
2015-01-09,123859,3008,126444,41.18,-2584.75,-2.09,-0.86,6,1,2015,Normal,Peak Season
2015-01-10,120808,2934,123393,41.18,-2585.23,-2.14,-0.88,7,1,2015,Normal,Peak Season
2015-01-11,69597,1690,71051,41.18,-1454.00,-2.09,-0.86,1,1,2015,Normal,Peak Season
2015-01-12,84738,2058,86468,41.18,-1729.24,-2.04,-0.84,2,1,2015,Normal,Peak Season
2015-01-13,64654,1570,65980,41.18,-1326.45,-2.05,-0.84,3,1,2015,Normal,Peak Season
2015-01-14,59553,1446,60703,41.18,-1149.97,-1.93,-0.80,4,1,2015,Normal,Peak Season
2015-01-15,79081,1921,80338,41.17,-1256.99,-1.59,-0.65,5,1,2015,Normal,Peak Season
2015-01-16,149444,3629,152031,41.18,-2586.93,-1.73,-0.71,6,1,2015,Normal,Peak Season
2015-01-17,170624,4144,173547,41.17,-2922.95,-1.71,-0.71,7,1,2015,Normal,Peak Season
2015-01-18,74744,1815,76004,41.18,-1259.65,-1.69,-0.69,1,1,2015,Normal,Peak Season
2015-01-19,90144,2189,91111,41.18,-966.81,-1.07,-0.44,2,1,2015,Normal,Peak Season
2015-01-20,97827,2376,99134,41.17,-1307.50,-1.34,-0.55,3,1,2015,Normal,Peak Season
2015-01-21,62796,1525,64144,41.18,-1348.11,-2.15,-0.88,4,1,2015,Normal,Peak Season
2015-01-22,66551,1616,67952,41.18,-1401.16,-2.11,-0.87,5,1,2015,Normal,Peak Season
2015-01-23,154671,3757,158032,41.17,-3360.90,-2.17,-0.89,6,1,2015,Normal,Peak Season
2015-01-24,158722,3855,162082,41.17,-3360.31,-2.12,-0.87,7,1,2015,Normal,Peak Season
2015-01-25,78092,1897,79795,41.17,-1702.77,-2.18,-0.90,1,1,2015,Normal,Peak Season
2015-01-26,91830,2230,93808,41.18,-1977.68,-2.15,-0.89,2,1,2015,Normal,Peak Season
2015-01-27,76993,1870,78614,41.17,-1621.52,-2.11,-0.87,3,1,2015,Normal,Peak Season
2015-01-28,59898,1455,61194,41.17,-1296.46,-2.16,-0.89,4,1,2015,Normal,Peak Season
2015-01-29,57310,1392,58531,41.17,-1221.22,-2.13,-0.88,5,1,2015,Normal,Peak Season
2015-01-30,134540,3268,137222,41.17,-2681.32,-1.99,-0.82,6,1,2015,Normal,Peak Season
2015-01-31,200194,4862,203815,41.18,-3621.12,-1.81,-0.74,7,1,2015,Normal,Peak Season
2015-02-01,171470,4165,174652,41.17,-3182.53,-1.86,-0.76,1,2,2015,Normal,Mid Season
2015-02-02,151737,3685,154149,41.18,-2411.38,-1.59,-0.65,2,2,2015,Normal,Mid Season
2015-02-03,102072,2479,103635,41.17,-1562.52,-1.53,-0.63,3,2,2015,Normal,Mid Season
2015-02-04,82514,2005,83232,41.15,-718.29,-0.87,-0.36,4,2,2015,Normal,Mid Season
2015-02-05,46211,1122,46407,41.19,-195.97,-0.42,-0.17,5,2,2015,Normal,Mid Season
2015-02-06,85730,2082,85766,41.18,-35.29,-0.04,-0.02,6,2,2015,Normal,Mid Season
2015-02-07,105918,2573,105663,41.17,255.74,0.24,0.10,7,2,2015,Normal,Mid Season
2015-02-08,73042,1774,73046,41.17,-4.57,-0.01,0.00,1,2,2015,Normal,Mid Season
2015-02-09,97909,2378,97098,41.17,810.61,0.83,0.34,2,2,2015,Normal,Mid Season
2015-02-10,138667,3677,148523,37.71,-9855.43,-7.11,-2.68,3,2,2015,Normal,Mid Season
2015-02-11,162162,4299,173662,37.72,-11499.72,-7.09,-2.67,4,2,2015,Normal,Mid Season
2015-02-12,138520,3674,147756,37.70,-9236.22,-6.67,-2.51,5,2,2015,Normal,Mid Season
2015-02-13,358597,9505,382447,37.73,-23849.65,-6.65,-2.51,6,2,2015,Normal,Mid Season
2015-02-14,424010,11237,451548,37.73,-27538.15,-6.49,-2.45,7,2,2015,Normal,Mid Season
2015-02-15,203861,5406,217066,37.71,-13204.14,-6.48,-2.44,1,2,2015,Normal,Mid Season
2015-02-16,220506,5846,234723,37.72,-14217.01,-6.45,-2.43,2,2,2015,Normal,Mid Season
2015-02-17,139936,3713,148698,37.69,-8761.61,-6.26,-2.36,3,2,2015,Normal,Mid Season
2015-02-18,161065,4270,170739,37.72,-9674.61,-6.01,-2.27,4,2,2015,Normal,Mid Season
2015-02-19,144329,3827,152824,37.71,-8495.57,-5.89,-2.22,5,2,2015,Normal,Mid Season
2015-02-20,293072,7770,310240,37.72,-17168.62,-5.86,-2.21,6,2,2015,Normal,Mid Season
2015-02-21,267782,7102,283430,37.71,-15648.18,-5.84,-2.20,7,2,2015,Normal,Mid Season
2015-02-22,136053,3608,144020,37.71,-7967.43,-5.86,-2.21,1,2,2015,Normal,Mid Season
2015-02-23,86703,2150,85731,40.33,972.35,1.12,0.45,2,2,2015,Normal,Mid Season
2015-02-24,95474,2530,100868,37.74,-5393.17,-5.65,-2.13,3,2,2015,Normal,Mid Season
2015-02-25,198432,5253,209500,37.77,-11068.17,-5.58,-2.11,4,2,2015,Normal,Mid Season
2015-02-26,157292,4171,166305,37.71,-9013.30,-5.73,-2.16,5,2,2015,Normal,Mid Season
2015-02-27,307541,8156,324997,37.71,-17456.66,-5.68,-2.14,6,2,2015,Normal,Mid Season
2015-02-28,350899,9296,375031,37.75,-24131.87,-6.88,-2.60,7,2,2015,Normal,Mid Season
2015-03-01,256702,6803,276569,37.73,-19867.71,-7.74,-2.92,1,3,2015,Normal,Mid Season
2015-03-02,234706,6221,252710,37.73,-18004.23,-7.67,-2.89,2,3,2015,Normal,Mid Season
2015-03-03,249381,6611,268762,37.72,-19381.27,-7.77,-2.93,3,3,2015,Normal,Mid Season
2015-03-04,258211,6843,278826,37.73,-20614.16,-7.98,-3.01,4,3,2015,Normal,Mid Season
2015-03-05,145976,3858,157578,37.84,-11602.17,-7.95,-3.01,5,3,2015,Normal,Mid Season
2015-03-06,269240,7128,291365,37.77,-22125.16,-8.22,-3.10,6,3,2015,Normal,Mid Season
2015-03-07,306920,8127,332242,37.77,-25322.20,-8.25,-3.12,7,3,2015,Normal,Mid Season
2015-03-08,122107,2966,121395,41.17,711.98,0.58,0.24,1,3,2015,Normal,Mid Season
2015-03-09,117661,2858,116861,41.17,800.12,0.68,0.28,2,3,2015,Normal,Mid Season
2015-03-10,62500,1518,62074,41.17,425.93,0.68,0.28,3,3,2015,Normal,Mid Season
2015-03-11,57064,1386,56638,41.17,425.70,0.75,0.31,4,3,2015,Normal,Mid Season
2015-03-12,48008,1166,47682,41.17,326.81,0.68,0.28,5,3,2015,Normal,Mid Season
2015-03-13,117447,2853,116681,41.17,765.70,0.65,0.27,6,3,2015,Normal,Mid Season
2015-03-14,150592,3657,149574,41.18,1017.72,0.68,0.28,7,3,2015,Normal,Mid Season
2015-03-15,67152,1631,66803,41.17,349.49,0.52,0.21,1,3,2015,Normal,Mid Season
2015-03-16,80635,1959,80121,41.16,514.00,0.64,0.26,2,3,2015,Normal,Mid Season
2015-03-17,50670,1230,50309,41.19,360.68,0.71,0.29,3,3,2015,Normal,Mid Season
2015-03-18,48649,1182,48362,41.16,286.92,0.59,0.24,4,3,2015,Normal,Mid Season
2015-03-19,43213,1050,42981,41.16,231.96,0.54,0.22,5,3,2015,Normal,Mid Season
2015-03-20,96881,2353,96453,41.17,427.73,0.44,0.18,6,3,2015,Normal,Mid Season
2015-03-21,121361,2947,120829,41.18,531.60,0.44,0.18,7,3,2015,Normal,Mid Season
2015-03-22,66954,1626,66756,41.18,197.99,0.30,0.12,1,3,2015,Normal,Mid Season
2015-03-23,81342,1976,81132,41.17,210.14,0.26,0.11,2,3,2015,Normal,Mid Season
2015-03-24,125061,3312,136375,37.76,-11314.44,-9.05,-3.42,3,3,2015,Normal,Mid Season
2015-03-25,253219,6704,276195,37.77,-22976.00,-9.07,-3.43,4,3,2015,Normal,Mid Season
2015-03-26,229184,6077,250361,37.71,-21176.68,-9.24,-3.48,5,3,2015,Normal,Mid Season
2015-03-27,354191,9386,386465,37.74,-32273.30,-9.11,-3.44,6,3,2015,Normal,Mid Season
2015-03-28,459485,12181,501363,37.72,-41877.91,-9.11,-3.44,7,3,2015,Normal,Mid Season
2015-03-29,224103,5937,244360,37.75,-20256.92,-9.04,-3.41,1,3,2015,Normal,Mid Season
2015-03-30,215204,5706,234819,37.72,-19615.89,-9.12,-3.44,2,3,2015,Normal,Mid Season
2015-03-31,355535,9421,386989,37.74,-31454.00,-8.85,-3.34,3,3,2015,Normal,Mid Season
2015-04-01,498894,13207,542484,37.77,-43589.49,-8.74,-3.30,4,4,2015,Normal,Mid Season
2015-04-02,715032,18936,777522,37.76,-62490.00,-8.74,-3.30,5,4,2015,Normal,Mid Season
2015-04-03,510289,13503,554160,37.79,-43870.60,-8.60,-3.25,6,4,2015,Normal,Mid Season
2015-04-04,400302,10600,434873,37.76,-34570.69,-8.64,-3.26,7,4,2015,Normal,Mid Season
2015-04-05,135578,3591,147336,37.75,-11757.72,-8.67,-3.27,1,4,2015,Normal,Mid Season
2015-04-06,182466,4836,198405,37.73,-15938.97,-8.74,-3.30,2,4,2015,Normal,Mid Season
2015-04-07,176814,4348,178390,40.67,-1575.95,-0.89,-0.36,3,4,2015,Normal,Mid Season
2015-04-08,100918,2451,100579,41.17,338.54,0.34,0.14,4,4,2015,Normal,Mid Season
2015-04-09,74691,1814,74428,41.17,263.09,0.35,0.15,5,4,2015,Normal,Mid Season
2015-04-10,114067,2770,113654,41.18,413.10,0.36,0.15,6,4,2015,Normal,Mid Season
2015-04-11,126508,3072,126044,41.18,464.03,0.37,0.15,7,4,2015,Normal,Mid Season
2015-04-12,79649,1934,79349,41.18,299.23,0.38,0.15,1,4,2015,Normal,Mid Season
2015-04-13,83137,2019,82700,41.18,437.08,0.53,0.22,2,4,2015,Normal,Mid Season
2015-04-14,40776,979,39940,41.65,835.83,2.05,0.85,3,4,2015,Normal,Mid Season
2015-04-15,58278,1398,56970,41.69,1308.54,2.25,0.94,4,4,2015,Normal,Mid Season
2015-04-16,50000,1198,48828,41.74,1172.22,2.34,0.98,5,4,2015,Normal,Mid Season
2015-04-17,103912,2485,101409,41.82,2502.97,2.41,1.01,6,4,2015,Normal,Mid Season
2015-04-18,132843,3172,129546,41.88,3297.69,2.48,1.04,7,4,2015,Normal,Mid Season
2015-04-19,62787,1497,61213,41.94,1573.36,2.51,1.05,1,4,2015,Normal,Mid Season
2015-04-20,57233,1365,55707,41.93,1526.53,2.67,1.12,2,4,2015,Normal,Mid Season
2015-04-21,56874,1353,55172,42.04,1702.17,2.99,1.26,3,4,2015,Normal,Mid Season
2015-04-22,132738,3439,140264,38.60,-7526.19,-5.67,-2.19,4,4,2015,Normal,Mid Season
2015-04-23,60310,1434,58446,42.06,1864.28,3.09,1.30,5,4,2015,Normal,Mid Season
2015-04-24,343587,8892,362391,38.64,-18803.59,-5.47,-2.11,6,4,2015,Normal,Mid Season
2015-04-25,496882,13144,535306,37.80,-38423.69,-7.73,-2.92,7,4,2015,Normal,Mid Season
2015-04-26,200370,5179,210965,38.69,-10594.94,-5.29,-2.05,1,4,2015,Normal,Mid Season
2015-04-27,194028,5014,204053,38.70,-10025.44,-5.17,-2.00,2,4,2015,Normal,Mid Season
2015-04-28,190561,4936,200804,38.61,-10243.46,-5.38,-2.08,3,4,2015,Normal,Mid Season
2015-04-29,198985,5150,209484,38.64,-10498.48,-5.28,-2.04,4,4,2015,Normal,Mid Season
2015-04-30,385483,9986,406252,38.60,-20769.14,-5.39,-2.08,5,4,2015,Normal,Mid Season
2015-05-01,499703,12937,526207,38.63,-26503.52,-5.30,-2.05,6,5,2015,Normal,Mid Season
2015-05-02,461667,12217,496853,37.79,-35185.80,-7.62,-2.88,7,5,2015,Normal,Mid Season
2015-05-03,259542,6721,273280,38.62,-13738.44,-5.29,-2.04,1,5,2015,Normal,Mid Season
2015-05-04,320309,8283,336743,38.67,-16433.33,-5.13,-1.98,2,5,2015,Normal,Mid Season
2015-05-05,239923,6191,251701,38.75,-11777.97,-4.91,-1.90,3,5,2015,Normal,Mid Season
2015-05-06,224994,5959,242260,37.76,-17265.66,-7.67,-2.90,4,5,2015,Normal,Mid Season
2015-05-07,117198,2848,115769,41.15,1428.89,1.22,0.50,5,5,2015,Normal,Mid Season
2015-05-08,330589,8748,355565,37.79,-24975.84,-7.55,-2.86,6,5,2015,Normal,Mid Season
2015-05-09,389972,10329,419827,37.76,-29855.02,-7.66,-2.89,7,5,2015,Normal,Mid Season
2015-05-10,166536,4410,179243,37.76,-12707.05,-7.63,-2.88,1,5,2015,Normal,Mid Season
2015-05-11,198443,5257,213676,37.75,-15233.52,-7.68,-2.90,2,5,2015,Normal,Mid Season
2015-05-12,193182,5118,208039,37.75,-14857.02,-7.69,-2.90,3,5,2015,Normal,Mid Season
2015-05-13,166403,4410,179222,37.73,-12818.45,-7.70,-2.91,4,5,2015,Normal,Mid Season
2015-05-14,149179,3952,160620,37.75,-11441.61,-7.67,-2.90,5,5,2015,Normal,Mid Season
2015-05-15,380593,10084,409812,37.74,-29219.86,-7.68,-2.90,6,5,2015,Normal,Mid Season
2015-05-16,413700,10964,445570,37.73,-31869.54,-7.70,-2.91,7,5,2015,Normal,Mid Season
2015-05-17,177160,4695,190812,37.73,-13651.90,-7.71,-2.91,1,5,2015,Normal,Mid Season
2015-05-18,196421,5205,211511,37.74,-15090.02,-7.68,-2.90,2,5,2015,Normal,Mid Season
2015-05-19,137941,3638,147846,37.92,-9905.18,-7.18,-2.72,3,5,2015,Normal,Mid Season
2015-05-20,166176,4394,178568,37.82,-12391.90,-7.46,-2.82,4,5,2015,Normal,Mid Season
2015-05-21,84604,2012,81763,42.05,2841.11,3.36,1.41,5,5,2015,Normal,Mid Season
2015-05-22,321821,8526,346488,37.75,-24666.50,-7.66,-2.89,6,5,2015,Normal,Mid Season
2015-05-23,418715,11096,450936,37.74,-32220.87,-7.70,-2.90,7,5,2015,Normal,Mid Season
2015-05-24,169541,4489,182419,37.77,-12877.88,-7.60,-2.87,1,5,2015,Normal,Mid Season
2015-05-25,256435,6795,276174,37.74,-19739.28,-7.70,-2.90,2,5,2015,Normal,Mid Season
2015-05-26,199386,5283,214720,37.74,-15333.84,-7.69,-2.90,3,5,2015,Normal,Mid Season
2015-05-27,243554,6453,262251,37.74,-18696.86,-7.68,-2.90,4,5,2015,Normal,Mid Season
2015-05-28,217746,5770,234483,37.74,-16737.40,-7.69,-2.90,5,5,2015,Normal,Mid Season
2015-05-29,472161,12507,508265,37.75,-36104.39,-7.65,-2.89,6,5,2015,Normal,Mid Season
2015-05-30,546135,14475,588250,37.73,-42114.72,-7.71,-2.91,7,5,2015,Normal,Mid Season
2015-05-31,264637,7009,284829,37.76,-20191.29,-7.63,-2.88,1,5,2015,Normal,Mid Season
2015-06-01,440906,11688,474967,37.72,-34061.33,-7.73,-2.91,2,6,2015,Normal,Low Season
2015-06-02,334319,8863,360169,37.72,-25849.93,-7.73,-2.92,3,6,2015,Normal,Low Season
2015-06-03,269836,7148,290492,37.75,-20656.28,-7.66,-2.89,4,6,2015,Normal,Low Season
2015-06-04,201146,5326,216429,37.77,-15282.01,-7.60,-2.87,5,6,2015,Normal,Low Season
2015-06-05,293461,7775,315938,37.74,-22476.78,-7.66,-2.89,6,6,2015,Normal,Low Season
2015-06-06,349413,9255,376095,37.75,-26681.71,-7.64,-2.88,7,6,2015,Normal,Low Season
2015-06-07,179603,4758,193349,37.75,-13745.68,-7.65,-2.89,1,6,2015,Normal,Low Season
2015-06-08,109811,2613,106166,42.02,3644.46,3.32,1.39,2,6,2015,Normal,Low Season
2015-06-09,76957,1830,74213,42.05,2744.13,3.57,1.50,3,6,2015,Normal,Low Season
2015-06-10,71200,1694,68669,42.03,2530.19,3.55,1.49,4,6,2015,Normal,Low Season
2015-06-11,68988,1642,66539,42.01,2449.18,3.55,1.49,5,6,2015,Normal,Low Season
2015-06-12,155157,3690,149423,42.05,5733.64,3.70,1.55,6,6,2015,Normal,Low Season
2015-06-13,185110,4404,178347,42.03,6762.15,3.65,1.54,7,6,2015,Normal,Low Season
2015-06-14,83780,1992,80660,42.06,3119.72,3.72,1.57,1,6,2015,Normal,Low Season
2015-06-15,149502,3557,143963,42.03,5538.70,3.70,1.56,2,6,2015,Normal,Low Season
2015-06-16,100477,2395,96810,41.95,3667.19,3.65,1.53,3,6,2015,Normal,Low Season
2015-06-17,89073,2120,85639,42.02,3433.40,3.85,1.62,4,6,2015,Normal,Low Season
2015-06-18,78747,1875,75674,42.00,3072.81,3.90,1.64,5,6,2015,Normal,Low Season
2015-06-19,141913,3376,136018,42.04,5895.63,4.15,1.75,6,6,2015,Normal,Low Season
